ID,Topic,Difficulty,Question,Code,Option A,Option B,Option C,Option D,Correct Option,Explanation
java-4k-0279,Concurrency & Virtual Threads,hard,What thread executes the `exceptionally` fallback callback when enrichMetadata throws an unchecked RuntimeException?,"CompletableFuture.supplyAsync(() -> queryCatalog(2068), customExecutor)
    .thenApplyAsync(catalog -> enrichMetadata(catalog, 17))
    .exceptionally(ex -> {
        log.error(""Enrichment error: "" + ex.getMessage());
        return Catalog.empty();
    })
    .thenAccept(this::publishCatalog);",The JVM Finalizer daemon thread.,A brand new OS kernel thread spawned on demand.,"The thread that completed the upstream stage with an exception (or the submitting thread if already completed), unless exceptionallyAsync is used.",Always the ForkJoinPool.commonPool() regardless of customExecutor.,C,"Synchronous completion callbacks in CompletableFuture (like .exceptionally or .thenApply) execute on the thread that completes the preceding stage. To offload the fallback to a dedicated pool, Java 12 introduced .exceptionallyAsync()."
java-4k-0280,Concurrency & Virtual Threads,hard,Why does LongAdder significantly outperform AtomicLong under heavy write contention across multi-core CPUs?,"// High concurrency counter under 64 threads:
private final LongAdder requestCounter_1264 = new LongAdder();
public void record() {
    requestCounter_1264.increment();
}",LongAdder converts int primitive numbers to IEEE 754 floating points.,"LongAdder maintains an internal array of Cell cells hashed per-thread, reducing CAS bus-locking contention and summing only on sum() invocation.",LongAdder uses optimistic database row locks rather than CPU instructions.,AtomicLong synchronizes on the global class monitor lock during incrementAndGet.,B,"AtomicLong repeatedly spins CAS on a single volatile value, causing severe cache-coherence traffic across CPU cores. LongAdder stripes mutations across dynamic Cell array slots based on thread hash, eliminating contention."
java-4k-0281,JVM Memory & Garbage Collection,medium,How does Generational ZGC achieve sub-millisecond maximum pause times on large heaps up to 16TB?,"// Options: -XX:+UseZGC -XX:+ZGenerational -Xmx4054g
// Allocation rate: 57 MB/sec",It uses 64-bit reference colored pointers and JIT load barriers to relocate live objects concurrently while mutator application threads are running.,It disables young-to-old object promotion completely.,It stores all heap objects in Linux shared tmpfs memory.,It performs full Stop-The-World compaction during low-traffic hours.,A,"Generational ZGC embeds metadata bits (Marked0, Marked1, Remapped) directly into the 64-bit virtual memory reference pointers. When mutator threads dereference an un-relocated object, load barriers intercept it and self-heal the pointer concurrently."
java-4k-0282,JVM Memory & Garbage Collection,hard,"If an allocated object is larger than 50% of the G1HeapRegionSize, where does G1GC allocate it and what is the performance impact?","byte[] largePayload_3019 = new byte[32 * 1024 * 1024]; // 32MB array
// G1HeapRegionSize is set to 32MB",The JVM rejects the allocation with BufferOverflowException.,It is allocated in Eden space and promoted to Survivor space during the next Young GC.,"It is allocated directly in a contiguous sequence of Humongous regions in the Old Generation, which can trigger premature Concurrent Mark and heap fragmentation.",It is compressed in JVM Metaspace until GC compaction.,C,"In G1GC, any object exceeding 50% of G1HeapRegionSize is treated as Humongous and allocated directly in Old Gen humongous regions. Frequent humongous allocations lead to rapid Old Gen filling and GC pauses. Solution: increase -XX:G1HeapRegionSize."
java-4k-0283,JVM Memory & Garbage Collection,medium,Why does continuously loading classes with new classloader instances without releasing static references trigger java.lang.OutOfMemoryError: Metaspace?,"// Service loads dynamic plugins using custom URLClassLoader in loop:
URLClassLoader loader_4443 = new URLClassLoader(new URL[]{pluginJarUrl_23});
Class<?> clazz_4443 = Class.forName(""com.app.DynamicPlugin_4443"", true, loader_4443);",The Java bytecode verifier runs out of stack frames.,Metaspace is stored on the OS swap partition and cannot exceed 64MB.,URLClassLoader instances are permanently pinned in CPU cache.,A classloader cannot be garbage collected if any static field or instance retains a reference to it; uncollected class metadata fills native Metaspace.,D,"Classes and ClassLoader instances are strongly linked: as long as a single class, instance, or ThreadLocal reference is reachable, the entire ClassLoader and all its Metaspace metadata cannot be unloaded, exhausting MaxMetaspaceSize."
java-4k-0284,JVM Memory & Garbage Collection,medium,Why is the `volatile` keyword mandatory for thread-safe Double-Checked Locking in the Java Memory Model?,"public class DoubleCheckedLocking_82 {
    private static volatile Resource_82 instance;
    public static Resource_82 get() {
        if (instance == null) {
            synchronized (DoubleCheckedLocking_82.class) {
                if (instance == null) instance = new Resource_82();
            }
        }
        return instance;
    }
}",It stores the Resource instance in Metaspace memory.,"Without volatile, synchronized blocks cannot execute concurrently.","It prevents CPU and JIT compiler instruction reordering between object memory allocation, constructor initialization, and reference assignment.",It ensures the class monitor lock is held during get() calls.,C,"Object construction involves 3 steps: (1) allocate memory, (2) run constructor, (3) assign pointer. Without volatile, (3) can reorder before (2), exposing a non-null but uninitialized object to other reading threads."
java-4k-0285,Collections & Low-Level Mechanics,hard,"When a bucket in ConcurrentHashMap reaches 8 colliding entries and table capacity is >= 64, what internal transformation occurs?","ConcurrentHashMap<String, Integer> map_1126 = new ConcurrentHashMap<>(16);
// 12 colliding keys inserted with identical hashCode()",The map allocates an auxiliary SkipList bucket on off-heap memory.,The map acquires a global synchronized lock across all buckets.,The singly linked Node list is converted into a balanced Red-Black Tree (TreeBin) for O(log N) search complexity.,All entries in that bucket are discarded with ConcurrentModificationException.,C,"ConcurrentHashMap and HashMap treeify buckets when length >= TREEIFY_THRESHOLD (8) and capacity >= MIN_TREEIFY_CAPACITY (64). If capacity < 64, it resizes the table instead of treeifying."
java-4k-0286,Collections & Low-Level Mechanics,hard,Why can excessive DirectByteBuffer allocations trigger native OutOfMemoryError even when JVM heap space is 90% free?,"ByteBuffer directBuf_7131 = ByteBuffer.allocateDirect(31 * 1024 * 1024); // Direct off-heap buffer
// Direct buffer goes out of scope without explicit cleaning",DirectByteBuffer cannot exceed the young generation Eden size.,Direct buffers are permanently locked by the Linux kernel.,The OS kills the process due to unaligned CPU SIMD registers.,"Off-heap memory is only reclaimed when the PhantomReference Cleaner runs during GC; if heap allocation rate is low, GC is not triggered in time to free off-heap memory.",D,"DirectByteBuffer allocates native memory via malloc() and attaches a PhantomReference Cleaner. If Mutator threads allocate off-heap memory faster than Young GC triggers, native memory is exhausted before Cleaner runs. Tune with -XX:MaxDirectMemorySize."
java-4k-0287,Concurrency & Virtual Threads,hard,"In high-throughput microservice, carrier threads become starved during I/O reads. Why does this virtual thread pinning occur and how should it be refactored?","Thread.ofVirtual().name(""worker-4623"").start(() -> {
    synchronized (lockObject) {
        socketChannel.read(buffer_4623);
    }
});
// Thread dump: carrier thread 'ForkJoinPool-1-worker-39' is pinned","The carrier thread scheduler pool size must be scaled to 50,000 threads.",The virtual thread cannot unmount because it performs blocking I/O while holding a synchronized monitor lock. Refactor to ReentrantLock to allow unmounting.,Virtual threads cannot perform SocketChannel I/O operations without throwing IllegalStateException.,Synchronized monitors cannot be used inside virtual threads and cause immediate JVM crashes.,B,"Under Project Loom (Java 21), a virtual thread is pinned to its carrier platform thread when executing inside a synchronized block or JNI native method. Replacing synchronized with java.util.concurrent.locks.ReentrantLock allows the Loom runtime to cleanly unmount the virtual thread upon blocking I/O."
java-4k-0288,Concurrency & Virtual Threads,medium,"When spawning 50,000 virtual threads for tenant processing, why is ScopedValue vastly superior to ThreadLocal?","private static final ScopedValue<TenantContext> TENANT_8003 = ScopedValue.newInstance();
ScopedValue.where(TENANT_8003, new TenantContext(""tenant-14"")).run(() -> {
    orderProcessor.executeBatch(16);
});","ScopedValue is immutable, shared by reference across child subtasks, and bounded to the lexical scope, preventing per-thread memory bloat and memory leaks.",ScopedValue automatically compiles bytecode directly to C++ native instructions.,ThreadLocal throws UnsupportedOperationException inside virtual thread runnables.,ScopedValue allocates data in CPU register L1 cache rather than JVM heap memory.,A,ThreadLocal creates mutable per-thread entries in ThreadLocalMap which wastes massive heap when scaling to hundreds of thousands of virtual threads and risks leaks if remove() is omitted. ScopedValue is immutable and shared safely down the call tree.
java-4k-0289,Concurrency & Virtual Threads,hard,"If paymentClient.chargeAccount throws PaymentTimeoutException, what does StructuredTaskScope.ShutdownOnFailure do to the inventory reservation subtask?","try (var scope = new StructuredTaskScope.ShutdownOnFailure()) {
    Supplier<Payment> pay = scope.fork(() -> paymentClient.chargeAccount(""acc-9805"", 36));
    Supplier<Inventory> inv = scope.fork(() -> inventoryClient.reserveStock(""sku-2"", 40976));
    scope.join().throwIfFailed();
    return buildReceipt(pay.get(), inv.get());
}",It rolls back the database using distributed two-phase commit.,It blocks indefinitely until the inventory subtask completes successfully.,It leaves the inventory subtask running as an orphan background thread.,"It immediately calls cancel() on the scope, sending an interrupt signal to the inventory virtual thread to abort wasted execution.",D,"StructuredTaskScope.ShutdownOnFailure treats concurrent subtasks as a single unit of work: the first failure immediately invokes cancel() on sibling subtasks, interrupting their threads and reclaiming CPU/network resources."
java-4k-0290,Concurrency & Virtual Threads,hard,What thread executes the `exceptionally` fallback callback when enrichMetadata throws an unchecked RuntimeException?,"CompletableFuture.supplyAsync(() -> queryCatalog(7865), customExecutor)
    .thenApplyAsync(catalog -> enrichMetadata(catalog, 30))
    .exceptionally(ex -> {
        log.error(""Enrichment error: "" + ex.getMessage());
        return Catalog.empty();
    })
    .thenAccept(this::publishCatalog);",Always the ForkJoinPool.commonPool() regardless of customExecutor.,"The thread that completed the upstream stage with an exception (or the submitting thread if already completed), unless exceptionallyAsync is used.",The JVM Finalizer daemon thread.,A brand new OS kernel thread spawned on demand.,B,"Synchronous completion callbacks in CompletableFuture (like .exceptionally or .thenApply) execute on the thread that completes the preceding stage. To offload the fallback to a dedicated pool, Java 12 introduced .exceptionallyAsync()."
java-4k-0291,Concurrency & Virtual Threads,medium,Why does LongAdder significantly outperform AtomicLong under heavy write contention across multi-core CPUs?,"// High concurrency counter under 64 threads:
private final LongAdder requestCounter_8536 = new LongAdder();
public void record() {
    requestCounter_8536.increment();
}",AtomicLong synchronizes on the global class monitor lock during incrementAndGet.,"LongAdder maintains an internal array of Cell cells hashed per-thread, reducing CAS bus-locking contention and summing only on sum() invocation.",LongAdder uses optimistic database row locks rather than CPU instructions.,LongAdder converts int primitive numbers to IEEE 754 floating points.,B,"AtomicLong repeatedly spins CAS on a single volatile value, causing severe cache-coherence traffic across CPU cores. LongAdder stripes mutations across dynamic Cell array slots based on thread hash, eliminating contention."
java-4k-0292,JVM Memory & Garbage Collection,medium,How does Generational ZGC achieve sub-millisecond maximum pause times on large heaps up to 16TB?,"// Options: -XX:+UseZGC -XX:+ZGenerational -Xmx9802g
// Allocation rate: 41 MB/sec",It disables young-to-old object promotion completely.,It stores all heap objects in Linux shared tmpfs memory.,It performs full Stop-The-World compaction during low-traffic hours.,It uses 64-bit reference colored pointers and JIT load barriers to relocate live objects concurrently while mutator application threads are running.,D,"Generational ZGC embeds metadata bits (Marked0, Marked1, Remapped) directly into the 64-bit virtual memory reference pointers. When mutator threads dereference an un-relocated object, load barriers intercept it and self-heal the pointer concurrently."
java-4k-0293,JVM Memory & Garbage Collection,hard,"If an allocated object is larger than 50% of the G1HeapRegionSize, where does G1GC allocate it and what is the performance impact?","byte[] largePayload_5418 = new byte[31 * 1024 * 1024]; // 31MB array
// G1HeapRegionSize is set to 4MB",It is allocated in Eden space and promoted to Survivor space during the next Young GC.,The JVM rejects the allocation with BufferOverflowException.,"It is allocated directly in a contiguous sequence of Humongous regions in the Old Generation, which can trigger premature Concurrent Mark and heap fragmentation.",It is compressed in JVM Metaspace until GC compaction.,C,"In G1GC, any object exceeding 50% of G1HeapRegionSize is treated as Humongous and allocated directly in Old Gen humongous regions. Frequent humongous allocations lead to rapid Old Gen filling and GC pauses. Solution: increase -XX:G1HeapRegionSize."
java-4k-0294,JVM Memory & Garbage Collection,medium,Why does continuously loading classes with new classloader instances without releasing static references trigger java.lang.OutOfMemoryError: Metaspace?,"// Service loads dynamic plugins using custom URLClassLoader in loop:
URLClassLoader loader_5139 = new URLClassLoader(new URL[]{pluginJarUrl_8});
Class<?> clazz_5139 = Class.forName(""com.app.DynamicPlugin_5139"", true, loader_5139);",The Java bytecode verifier runs out of stack frames.,Metaspace is stored on the OS swap partition and cannot exceed 64MB.,URLClassLoader instances are permanently pinned in CPU cache.,A classloader cannot be garbage collected if any static field or instance retains a reference to it; uncollected class metadata fills native Metaspace.,D,"Classes and ClassLoader instances are strongly linked: as long as a single class, instance, or ThreadLocal reference is reachable, the entire ClassLoader and all its Metaspace metadata cannot be unloaded, exhausting MaxMetaspaceSize."
java-4k-0295,JVM Memory & Garbage Collection,hard,Why is the `volatile` keyword mandatory for thread-safe Double-Checked Locking in the Java Memory Model?,"public class DoubleCheckedLocking_4938 {
    private static volatile Resource_4938 instance;
    public static Resource_4938 get() {
        if (instance == null) {
            synchronized (DoubleCheckedLocking_4938.class) {
                if (instance == null) instance = new Resource_4938();
            }
        }
        return instance;
    }
}",It stores the Resource instance in Metaspace memory.,It ensures the class monitor lock is held during get() calls.,"Without volatile, synchronized blocks cannot execute concurrently.","It prevents CPU and JIT compiler instruction reordering between object memory allocation, constructor initialization, and reference assignment.",D,"Object construction involves 3 steps: (1) allocate memory, (2) run constructor, (3) assign pointer. Without volatile, (3) can reorder before (2), exposing a non-null but uninitialized object to other reading threads."
java-4k-0296,Collections & Low-Level Mechanics,hard,"When a bucket in ConcurrentHashMap reaches 8 colliding entries and table capacity is >= 64, what internal transformation occurs?","ConcurrentHashMap<String, Integer> map_1270 = new ConcurrentHashMap<>(16);
// 12 colliding keys inserted with identical hashCode()",All entries in that bucket are discarded with ConcurrentModificationException.,The map allocates an auxiliary SkipList bucket on off-heap memory.,The singly linked Node list is converted into a balanced Red-Black Tree (TreeBin) for O(log N) search complexity.,The map acquires a global synchronized lock across all buckets.,C,"ConcurrentHashMap and HashMap treeify buckets when length >= TREEIFY_THRESHOLD (8) and capacity >= MIN_TREEIFY_CAPACITY (64). If capacity < 64, it resizes the table instead of treeifying."
java-4k-0297,Collections & Low-Level Mechanics,hard,Why can excessive DirectByteBuffer allocations trigger native OutOfMemoryError even when JVM heap space is 90% free?,"ByteBuffer directBuf_4320 = ByteBuffer.allocateDirect(47 * 1024 * 1024); // Direct off-heap buffer
// Direct buffer goes out of scope without explicit cleaning",DirectByteBuffer cannot exceed the young generation Eden size.,"Off-heap memory is only reclaimed when the PhantomReference Cleaner runs during GC; if heap allocation rate is low, GC is not triggered in time to free off-heap memory.",Direct buffers are permanently locked by the Linux kernel.,The OS kills the process due to unaligned CPU SIMD registers.,B,"DirectByteBuffer allocates native memory via malloc() and attaches a PhantomReference Cleaner. If Mutator threads allocate off-heap memory faster than Young GC triggers, native memory is exhausted before Cleaner runs. Tune with -XX:MaxDirectMemorySize."
java-4k-0298,Concurrency & Virtual Threads,medium,"In high-throughput microservice, carrier threads become starved during I/O reads. Why does this virtual thread pinning occur and how should it be refactored?","Thread.ofVirtual().name(""worker-6645"").start(() -> {
    synchronized (lockObject) {
        socketChannel.read(buffer_6645);
    }
});
// Thread dump: carrier thread 'ForkJoinPool-1-worker-53' is pinned",Virtual threads cannot perform SocketChannel I/O operations without throwing IllegalStateException.,"The carrier thread scheduler pool size must be scaled to 50,000 threads.",The virtual thread cannot unmount because it performs blocking I/O while holding a synchronized monitor lock. Refactor to ReentrantLock to allow unmounting.,Synchronized monitors cannot be used inside virtual threads and cause immediate JVM crashes.,C,"Under Project Loom (Java 21), a virtual thread is pinned to its carrier platform thread when executing inside a synchronized block or JNI native method. Replacing synchronized with java.util.concurrent.locks.ReentrantLock allows the Loom runtime to cleanly unmount the virtual thread upon blocking I/O."
java-4k-0299,Concurrency & Virtual Threads,hard,"When spawning 50,000 virtual threads for tenant processing, why is ScopedValue vastly superior to ThreadLocal?","private static final ScopedValue<TenantContext> TENANT_5443 = ScopedValue.newInstance();
ScopedValue.where(TENANT_5443, new TenantContext(""tenant-7"")).run(() -> {
    orderProcessor.executeBatch(32);
});",ScopedValue allocates data in CPU register L1 cache rather than JVM heap memory.,"ScopedValue is immutable, shared by reference across child subtasks, and bounded to the lexical scope, preventing per-thread memory bloat and memory leaks.",ScopedValue automatically compiles bytecode directly to C++ native instructions.,ThreadLocal throws UnsupportedOperationException inside virtual thread runnables.,B,ThreadLocal creates mutable per-thread entries in ThreadLocalMap which wastes massive heap when scaling to hundreds of thousands of virtual threads and risks leaks if remove() is omitted. ScopedValue is immutable and shared safely down the call tree.
java-4k-0300,Concurrency & Virtual Threads,medium,"If paymentClient.chargeAccount throws PaymentTimeoutException, what does StructuredTaskScope.ShutdownOnFailure do to the inventory reservation subtask?","try (var scope = new StructuredTaskScope.ShutdownOnFailure()) {
    Supplier<Payment> pay = scope.fork(() -> paymentClient.chargeAccount(""acc-821"", 45));
    Supplier<Inventory> inv = scope.fork(() -> inventoryClient.reserveStock(""sku-32"", 35007));
    scope.join().throwIfFailed();
    return buildReceipt(pay.get(), inv.get());
}",It leaves the inventory subtask running as an orphan background thread.,It rolls back the database using distributed two-phase commit.,It blocks indefinitely until the inventory subtask completes successfully.,"It immediately calls cancel() on the scope, sending an interrupt signal to the inventory virtual thread to abort wasted execution.",D,"StructuredTaskScope.ShutdownOnFailure treats concurrent subtasks as a single unit of work: the first failure immediately invokes cancel() on sibling subtasks, interrupting their threads and reclaiming CPU/network resources."
java-4k-0301,Concurrency & Virtual Threads,hard,What thread executes the `exceptionally` fallback callback when enrichMetadata throws an unchecked RuntimeException?,"CompletableFuture.supplyAsync(() -> queryCatalog(1606), customExecutor)
    .thenApplyAsync(catalog -> enrichMetadata(catalog, 21))
    .exceptionally(ex -> {
        log.error(""Enrichment error: "" + ex.getMessage());
        return Catalog.empty();
    })
    .thenAccept(this::publishCatalog);","The thread that completed the upstream stage with an exception (or the submitting thread if already completed), unless exceptionallyAsync is used.",Always the ForkJoinPool.commonPool() regardless of customExecutor.,A brand new OS kernel thread spawned on demand.,The JVM Finalizer daemon thread.,A,"Synchronous completion callbacks in CompletableFuture (like .exceptionally or .thenApply) execute on the thread that completes the preceding stage. To offload the fallback to a dedicated pool, Java 12 introduced .exceptionallyAsync()."
java-4k-0302,Concurrency & Virtual Threads,hard,Why does LongAdder significantly outperform AtomicLong under heavy write contention across multi-core CPUs?,"// High concurrency counter under 64 threads:
private final LongAdder requestCounter_4533 = new LongAdder();
public void record() {
    requestCounter_4533.increment();
}",LongAdder uses optimistic database row locks rather than CPU instructions.,LongAdder converts int primitive numbers to IEEE 754 floating points.,AtomicLong synchronizes on the global class monitor lock during incrementAndGet.,"LongAdder maintains an internal array of Cell cells hashed per-thread, reducing CAS bus-locking contention and summing only on sum() invocation.",D,"AtomicLong repeatedly spins CAS on a single volatile value, causing severe cache-coherence traffic across CPU cores. LongAdder stripes mutations across dynamic Cell array slots based on thread hash, eliminating contention."
java-4k-0303,JVM Memory & Garbage Collection,hard,How does Generational ZGC achieve sub-millisecond maximum pause times on large heaps up to 16TB?,"// Options: -XX:+UseZGC -XX:+ZGenerational -Xmx478g
// Allocation rate: 8 MB/sec",It uses 64-bit reference colored pointers and JIT load barriers to relocate live objects concurrently while mutator application threads are running.,It performs full Stop-The-World compaction during low-traffic hours.,It disables young-to-old object promotion completely.,It stores all heap objects in Linux shared tmpfs memory.,A,"Generational ZGC embeds metadata bits (Marked0, Marked1, Remapped) directly into the 64-bit virtual memory reference pointers. When mutator threads dereference an un-relocated object, load barriers intercept it and self-heal the pointer concurrently."
java-4k-0304,JVM Memory & Garbage Collection,hard,"If an allocated object is larger than 50% of the G1HeapRegionSize, where does G1GC allocate it and what is the performance impact?","byte[] largePayload_9361 = new byte[23 * 1024 * 1024]; // 23MB array
// G1HeapRegionSize is set to 2MB",It is compressed in JVM Metaspace until GC compaction.,It is allocated in Eden space and promoted to Survivor space during the next Young GC.,The JVM rejects the allocation with BufferOverflowException.,"It is allocated directly in a contiguous sequence of Humongous regions in the Old Generation, which can trigger premature Concurrent Mark and heap fragmentation.",D,"In G1GC, any object exceeding 50% of G1HeapRegionSize is treated as Humongous and allocated directly in Old Gen humongous regions. Frequent humongous allocations lead to rapid Old Gen filling and GC pauses. Solution: increase -XX:G1HeapRegionSize."
java-4k-0305,JVM Memory & Garbage Collection,hard,Why does continuously loading classes with new classloader instances without releasing static references trigger java.lang.OutOfMemoryError: Metaspace?,"// Service loads dynamic plugins using custom URLClassLoader in loop:
URLClassLoader loader_9583 = new URLClassLoader(new URL[]{pluginJarUrl_11});
Class<?> clazz_9583 = Class.forName(""com.app.DynamicPlugin_9583"", true, loader_9583);",Metaspace is stored on the OS swap partition and cannot exceed 64MB.,The Java bytecode verifier runs out of stack frames.,URLClassLoader instances are permanently pinned in CPU cache.,A classloader cannot be garbage collected if any static field or instance retains a reference to it; uncollected class metadata fills native Metaspace.,D,"Classes and ClassLoader instances are strongly linked: as long as a single class, instance, or ThreadLocal reference is reachable, the entire ClassLoader and all its Metaspace metadata cannot be unloaded, exhausting MaxMetaspaceSize."
java-4k-0306,JVM Memory & Garbage Collection,medium,Why is the `volatile` keyword mandatory for thread-safe Double-Checked Locking in the Java Memory Model?,"public class DoubleCheckedLocking_5968 {
    private static volatile Resource_5968 instance;
    public static Resource_5968 get() {
        if (instance == null) {
            synchronized (DoubleCheckedLocking_5968.class) {
                if (instance == null) instance = new Resource_5968();
            }
        }
        return instance;
    }
}","It prevents CPU and JIT compiler instruction reordering between object memory allocation, constructor initialization, and reference assignment.",It ensures the class monitor lock is held during get() calls.,It stores the Resource instance in Metaspace memory.,"Without volatile, synchronized blocks cannot execute concurrently.",A,"Object construction involves 3 steps: (1) allocate memory, (2) run constructor, (3) assign pointer. Without volatile, (3) can reorder before (2), exposing a non-null but uninitialized object to other reading threads."
java-4k-0307,Collections & Low-Level Mechanics,hard,"When a bucket in ConcurrentHashMap reaches 8 colliding entries and table capacity is >= 64, what internal transformation occurs?","ConcurrentHashMap<String, Integer> map_785 = new ConcurrentHashMap<>(16);
// 12 colliding keys inserted with identical hashCode()",The map acquires a global synchronized lock across all buckets.,All entries in that bucket are discarded with ConcurrentModificationException.,The singly linked Node list is converted into a balanced Red-Black Tree (TreeBin) for O(log N) search complexity.,The map allocates an auxiliary SkipList bucket on off-heap memory.,C,"ConcurrentHashMap and HashMap treeify buckets when length >= TREEIFY_THRESHOLD (8) and capacity >= MIN_TREEIFY_CAPACITY (64). If capacity < 64, it resizes the table instead of treeifying."
java-4k-0308,Collections & Low-Level Mechanics,hard,Why can excessive DirectByteBuffer allocations trigger native OutOfMemoryError even when JVM heap space is 90% free?,"ByteBuffer directBuf_9843 = ByteBuffer.allocateDirect(33 * 1024 * 1024); // Direct off-heap buffer
// Direct buffer goes out of scope without explicit cleaning",The OS kills the process due to unaligned CPU SIMD registers.,Direct buffers are permanently locked by the Linux kernel.,DirectByteBuffer cannot exceed the young generation Eden size.,"Off-heap memory is only reclaimed when the PhantomReference Cleaner runs during GC; if heap allocation rate is low, GC is not triggered in time to free off-heap memory.",D,"DirectByteBuffer allocates native memory via malloc() and attaches a PhantomReference Cleaner. If Mutator threads allocate off-heap memory faster than Young GC triggers, native memory is exhausted before Cleaner runs. Tune with -XX:MaxDirectMemorySize."
java-4k-0309,Concurrency & Virtual Threads,medium,"In high-throughput microservice, carrier threads become starved during I/O reads. Why does this virtual thread pinning occur and how should it be refactored?","Thread.ofVirtual().name(""worker-8941"").start(() -> {
    synchronized (lockObject) {
        socketChannel.read(buffer_8941);
    }
});
// Thread dump: carrier thread 'ForkJoinPool-1-worker-45' is pinned",Synchronized monitors cannot be used inside virtual threads and cause immediate JVM crashes.,Virtual threads cannot perform SocketChannel I/O operations without throwing IllegalStateException.,The virtual thread cannot unmount because it performs blocking I/O while holding a synchronized monitor lock. Refactor to ReentrantLock to allow unmounting.,"The carrier thread scheduler pool size must be scaled to 50,000 threads.",C,"Under Project Loom (Java 21), a virtual thread is pinned to its carrier platform thread when executing inside a synchronized block or JNI native method. Replacing synchronized with java.util.concurrent.locks.ReentrantLock allows the Loom runtime to cleanly unmount the virtual thread upon blocking I/O."
java-4k-0310,Concurrency & Virtual Threads,hard,"When spawning 50,000 virtual threads for tenant processing, why is ScopedValue vastly superior to ThreadLocal?","private static final ScopedValue<TenantContext> TENANT_389 = ScopedValue.newInstance();
ScopedValue.where(TENANT_389, new TenantContext(""tenant-6"")).run(() -> {
    orderProcessor.executeBatch(4);
});",ScopedValue automatically compiles bytecode directly to C++ native instructions.,"ScopedValue is immutable, shared by reference across child subtasks, and bounded to the lexical scope, preventing per-thread memory bloat and memory leaks.",ThreadLocal throws UnsupportedOperationException inside virtual thread runnables.,ScopedValue allocates data in CPU register L1 cache rather than JVM heap memory.,B,ThreadLocal creates mutable per-thread entries in ThreadLocalMap which wastes massive heap when scaling to hundreds of thousands of virtual threads and risks leaks if remove() is omitted. ScopedValue is immutable and shared safely down the call tree.
java-4k-0311,Concurrency & Virtual Threads,hard,"If paymentClient.chargeAccount throws PaymentTimeoutException, what does StructuredTaskScope.ShutdownOnFailure do to the inventory reservation subtask?","try (var scope = new StructuredTaskScope.ShutdownOnFailure()) {
    Supplier<Payment> pay = scope.fork(() -> paymentClient.chargeAccount(""acc-3236"", 53));
    Supplier<Inventory> inv = scope.fork(() -> inventoryClient.reserveStock(""sku-32"", 4097));
    scope.join().throwIfFailed();
    return buildReceipt(pay.get(), inv.get());
}",It leaves the inventory subtask running as an orphan background thread.,It rolls back the database using distributed two-phase commit.,It blocks indefinitely until the inventory subtask completes successfully.,"It immediately calls cancel() on the scope, sending an interrupt signal to the inventory virtual thread to abort wasted execution.",D,"StructuredTaskScope.ShutdownOnFailure treats concurrent subtasks as a single unit of work: the first failure immediately invokes cancel() on sibling subtasks, interrupting their threads and reclaiming CPU/network resources."
java-4k-0312,Concurrency & Virtual Threads,hard,What thread executes the `exceptionally` fallback callback when enrichMetadata throws an unchecked RuntimeException?,"CompletableFuture.supplyAsync(() -> queryCatalog(7618), customExecutor)
    .thenApplyAsync(catalog -> enrichMetadata(catalog, 59))
    .exceptionally(ex -> {
        log.error(""Enrichment error: "" + ex.getMessage());
        return Catalog.empty();
    })
    .thenAccept(this::publishCatalog);",The JVM Finalizer daemon thread.,Always the ForkJoinPool.commonPool() regardless of customExecutor.,A brand new OS kernel thread spawned on demand.,"The thread that completed the upstream stage with an exception (or the submitting thread if already completed), unless exceptionallyAsync is used.",D,"Synchronous completion callbacks in CompletableFuture (like .exceptionally or .thenApply) execute on the thread that completes the preceding stage. To offload the fallback to a dedicated pool, Java 12 introduced .exceptionallyAsync()."
java-4k-0313,Concurrency & Virtual Threads,hard,Why does LongAdder significantly outperform AtomicLong under heavy write contention across multi-core CPUs?,"// High concurrency counter under 64 threads:
private final LongAdder requestCounter_3724 = new LongAdder();
public void record() {
    requestCounter_3724.increment();
}",LongAdder converts int primitive numbers to IEEE 754 floating points.,AtomicLong synchronizes on the global class monitor lock during incrementAndGet.,"LongAdder maintains an internal array of Cell cells hashed per-thread, reducing CAS bus-locking contention and summing only on sum() invocation.",LongAdder uses optimistic database row locks rather than CPU instructions.,C,"AtomicLong repeatedly spins CAS on a single volatile value, causing severe cache-coherence traffic across CPU cores. LongAdder stripes mutations across dynamic Cell array slots based on thread hash, eliminating contention."
java-4k-0314,JVM Memory & Garbage Collection,hard,How does Generational ZGC achieve sub-millisecond maximum pause times on large heaps up to 16TB?,"// Options: -XX:+UseZGC -XX:+ZGenerational -Xmx9172g
// Allocation rate: 55 MB/sec",It stores all heap objects in Linux shared tmpfs memory.,It performs full Stop-The-World compaction during low-traffic hours.,It disables young-to-old object promotion completely.,It uses 64-bit reference colored pointers and JIT load barriers to relocate live objects concurrently while mutator application threads are running.,D,"Generational ZGC embeds metadata bits (Marked0, Marked1, Remapped) directly into the 64-bit virtual memory reference pointers. When mutator threads dereference an un-relocated object, load barriers intercept it and self-heal the pointer concurrently."
