id,topic,difficulty,questionText,codeSnippet,optionA,optionB,optionC,optionD,correctOption,explanation
java-1k-0127,Class Design,medium,What is the result of attempting to compile and run the following code?,"1: class Mammal {
2:   public Mammal(int age) {
3:     System.out.print(""Mammal"");
4:   }
5: }
6: public class Platypus extends Mammal {
7:   public Platypus() {
8:     System.out.print(""Platypus"");
9:   }
10:  public static void main(String[] args) {
11:    new Mammal(5);
12:  }
13: }",Mammal,PlatypusMammal,The code fails to compile because Platypus does not explicitly call super(int age),The code fails to compile because Mammal is not public,C,"The parent class Mammal defines an explicit constructor taking an int, so the compiler does NOT insert a default no-argument constructor into Mammal. In Platypus(), the compiler attempts to insert super() on line 8, but no matching no-arg constructor exists in Mammal. Therefore, line 8 generates a compiler error."
java-1k-0128,Class Design,easy,"Given the following declarations, which reference type can declare 'frog' so that 'frog = new TurtleFrog();' compiles?","public interface CanHop {}
public class Frog implements CanHop {}
public class TurtleFrog extends Frog {}","Frog, TurtleFrog, CanHop, or Object",TurtleFrog only,Frog or TurtleFrog only,CanHop only,A,"TurtleFrog is a subclass of Frog, which implements CanHop, and all classes inherit from Object. Due to polymorphism, an instance of TurtleFrog can be assigned to reference variables of type TurtleFrog, Frog, CanHop, or Object without an explicit cast."
java-1k-0129,Class Design,hard,What happens when attempting to compile the following class Beaver extending Rodent?,"public class Rodent {
  protected static Integer chew() throws Exception {
    System.out.println(""Rodent is chewing"");
    return 1;
  }
}
public class Beaver extends Rodent {
  public Number chew() throws RuntimeException {
    System.out.println(""Beaver is chewing on wood"");
    return 2;
  }
}",It compiles without issue,It fails to compile because of static modifier mismatch and non-covariant return types,It fails to compile because Beaver's method throws RuntimeException,It fails to compile because Beaver cannot increase method visibility to public,B,"Two rules are violated: (1) Static modifier mismatch: Rodent.chew() is static, so Beaver.chew() must also be static (for method hiding). A non-static method cannot override/hide a static parent method. (2) Return type: Number is a superclass of Integer, not a subclass (return types must be covariant). Both cause compilation errors."
java-1k-0130,Class Design,easy,Which of the following members in a subclass can ONLY be hidden and CANNOT be overridden?,,Static methods and instance variables,Public instance methods,Protected instance methods,Abstract methods,A,"In Java, instance variables (fields) and static methods cannot be overridden; they can only be hidden. Instance methods that are public or protected can be overridden polymorphically."
java-1k-0131,Class Design,medium,Why does the following code fail to compile?,"interface HasExoskeleton {
  abstract int getNumberOfSections();
}
abstract class Insect implements HasExoskeleton {
  abstract int getNumberOfLegs();
}
public class Beetle extends Insect {
  int getNumberOfLegs() { return 6; }
}",Insect is abstract and cannot implement an interface,"Beetle, as the first concrete subclass, does not implement the inherited abstract method getNumberOfSections()",HasExoskeleton cannot contain abstract methods,Beetle cannot extend an abstract class,B,"An abstract class (Insect) can inherit interface abstract methods without implementing them. However, the first concrete subclass (Beetle) must implement ALL inherited abstract methods: both getNumberOfLegs() and getNumberOfSections(). Because Beetle does not implement getNumberOfSections(), it fails compilation."
java-1k-0132,Class Design,easy,Which statement regarding polymorphism in Java is TRUE?,,"If a method takes a superclass parameter type, instances of any subclass may be passed to that method without an explicit cast",A reference to an object may be cast to a subclass without an explicit cast,All ClassCastExceptions can be detected at compile time,Overridden methods in child classes are ignored when invoked through a parent reference,A,"Polymorphic parameter passing allows any subclass instance to be passed wherever a superclass (or implemented interface) is expected, without an explicit cast. Downcasting to a subclass requires an explicit cast, and runtime ClassCastExceptions cannot all be caught at compile time."
java-1k-0133,Class Design,medium,What compile-time errors exist in the following interface definition?,"public interface Herbivore {
  int amount = 10;
  public static void eatGrass(); // LINE 3
  public int chew() { return 13; } // LINE 4
}",Line 2 fails because interface variables cannot be initialized inline,"Line 3 fails because static interface methods must provide a body, and Line 4 fails because non-static methods with bodies must be marked with the default keyword",Line 3 only,Line 4 only,B,In Java 8 interfaces: (1) Static interface methods must have a method body (line 3 is missing a body). (2) An interface method that has a body and is not static must be explicitly marked with the 'default' keyword (line 4 has a body but lacks the default keyword). Both lines 3 and 4 fail compilation.
java-1k-0134,Class Design,easy,What is the result of compiling the following interface and abstract class declarations?,"public interface CanFly {
  void fly();
}
interface HasWings {
  public abstract Object getWindSpan();
}
abstract class Falcon implements CanFly, HasWings {}",The code compiles without issue,Compilation fails because an abstract class must implement all interface methods immediately,Compilation fails because an interface cannot have default package visibility,Compilation fails because CanFly and HasWings cannot be implemented simultaneously,A,Abstract classes are permitted to implement interfaces without implementing any of the inherited abstract methods; the responsibility is deferred to the first concrete subclass.
java-1k-0135,Class Design,medium,Which statement is true for BOTH abstract classes and interfaces in Java 8?,,Both can contain instance variables,Neither can be instantiated directly using 'new',Both can contain default methods,Both support multiple class inheritance,B,"Neither abstract classes nor interfaces can be instantiated directly using the 'new' keyword. Interfaces cannot declare non-static, non-final instance fields (only public static final constants), and only interfaces can declare 'default' methods."
java-1k-0136,Class Design,easy,Which modifiers are implicitly assumed by the compiler for all interface variables?,,public static final,protected static final,private final,public abstract,A,"Every variable declared in a Java interface is implicitly public, static, and final (a constant)."
java-1k-0137,Class Design,medium,What is the output of the following program?,"interface Nocturnal {
  default boolean isBlind() { return true; }
}
public class Owl implements Nocturnal {
  public boolean isBlind() { return false; }
  public static void main(String[] args) {
    Nocturnal nocturnal = (Nocturnal) new Owl();
    System.out.println(nocturnal.isBlind());
  }
}",true,false,Compilation error,ClassCastException at runtime,B,"Default interface methods are virtual methods. When a class (Owl) overrides a default method, the overridden implementation in the class takes precedence at runtime, even when invoked through the interface reference. Output is false."
java-1k-0138,Class Design,medium,What is the output of the following code snippet?,"class Arthropod {
  public void printName(double input) { System.out.print(""Arthropod""); }
}
public class Spider extends Arthropod {
  public void printName(int input) { System.out.print(""Spider""); }
  public static void main(String[] args) {
    Spider spider = new Spider();
    spider.printName(4);
    spider.printName(9.0);
  }
}",SpiderArthropod,ArthropodSpider,SpiderSpider,ArthropodArthropod,A,"Spider.printName(int) overloads (does not override) Arthropod.printName(double). When spider.printName(4) is called, 4 is an int, exactly matching Spider's method -> prints 'Spider'. When spider.printName(9.0) is called, 9.0 is a double, matching the inherited method in Arthropod -> prints 'Arthropod'. Result: 'SpiderArthropod'."
java-1k-0139,Class Design,easy,Which statement is true regarding interface inheritance with the extends keyword?,"interface HasVocalCords {
  public abstract void makeSound();
}
public interface CanBark extends HasVocalCords {
  public void bark();
}",An interface cannot extend another interface,CanBark inherits both makeSound() and bark() methods,CanBark must implement makeSound() with a default method body,Classes implementing CanBark are only required to implement bark(),B,"In Java, an interface extends another interface using the 'extends' keyword and inherits all methods of the parent interface. Any concrete class implementing CanBark must implement both makeSound() and bark()."
java-1k-0140,Class Design,easy,Which of the following is a mandatory requirement for a concrete class extending an abstract class?,,It must be marked with the final keyword,It must implement all inherited abstract methods,It cannot implement any interfaces,It must declare a default no-argument constructor,B,"A concrete class is a non-abstract class. By definition, a concrete class must provide implementations for all inherited abstract methods that have not already been implemented by an intermediate class."
java-1k-0141,Class Design,easy,What is the result of attempting to compile the following code?,"abstract class Reptile {
  public final void layEggs() { System.out.println(""Reptile laying eggs""); }
}
public class Lizard extends Reptile {
  public void layEggs() { System.out.println(""Lizard laying eggs""); }
}",Compiles and prints 'Reptile laying eggs',Compiles and prints 'Lizard laying eggs',Compilation fails because final methods in a superclass cannot be overridden by a subclass,Throws an UnsupportedOperationException,C,"In Java, methods marked with the 'final' keyword cannot be overridden by any subclass. Attempting to override layEggs() in Lizard causes a compiler error."
java-1k-0142,Class Design,medium,What happens when attempting to compile and run class Whale and Orca?,"public abstract class Whale {
  public abstract void dive() {}; // LINE 2
}
class Orca extends Whale {
  public void dive(int depth) { System.out.println(""Orca diving""); } // LINE 9
}",Outputs Orca diving,Fails compilation on line 2 because abstract methods cannot have a body {},Fails compilation on line 9 because Orca cannot overload dive,Fails compilation only because Whale must be public,B,Line 2 contains an abstract method declaration that provides an empty body '{}'. Abstract methods in Java are terminated with a semicolon ';' and must never have a method body. Thus line 2 generates a compiler error.
java-1k-0143,Class Design,hard,Why does class ClownFish fail to compile?,"interface Aquatic {
  public default int getNumberOfGills(int input) { return 2; }
}
public class ClownFish implements Aquatic {
  public String getNumberOfGills() { return ""4""; }
  public String getNumberOfGills(int input) { return ""6""; } // LINE 6
}",getNumberOfGills() on line 5 conflicts with the interface,Line 6 fails compilation because the return type String is not covariant with the interface method's return type int,Interfaces cannot contain default methods in Java,ClownFish must explicitly call super.getNumberOfGills(),B,"The interface declares 'int getNumberOfGills(int input)'. On line 6, ClownFish declares a method with the exact same signature 'getNumberOfGills(int input)' but returns String. In method overriding, return types must be covariant (same type or subtype). String is not a subtype of int, causing a compiler error."
java-1k-0144,Class Design,medium,"Given 'public class Cobra extends Snake {}' and 'public class GardenSnake {}' (where GardenSnake does NOT extend Snake), which call to 'setSnake(Snake s)' compiles?",,setSnake(new GardenSnake());,setSnake(new Cobra());,setSnake(new Object());,"setSnake(""Snake"");",B,"Cobra is a subclass of Snake, so an instance of Cobra can be passed to setSnake(Snake snake) without an explicit cast. GardenSnake does not extend Snake, so it cannot be passed."
java-1k-0145,Class Design,hard,What is the output of the following code snippet?,"public abstract class Bird {
  private void fly() { System.out.println(""Bird is flying""); }
  public static void main(String[] args) {
    Bird bird = new Pelican();
    bird.fly();
  }
}
class Pelican extends Bird {
  protected void fly() { System.out.println(""Pelican is flying""); }
}",Bird is flying,Pelican is flying,Compilation error on line 4,Compilation error on line 5,A,"In Bird, fly() is marked private. Private methods cannot be overridden by subclasses; they are only hidden. When bird.fly() is called from within Bird's main() method on a reference of type Bird, it invokes Bird's private fly() method, printing 'Bird is flying'."
java-1k-0146,Exceptions,easy,Which of the following statements about Java exceptions is TRUE?,,Runtime exceptions are the same thing as checked exceptions,Runtime exceptions are the same thing as unchecked exceptions,You can declare only checked exceptions in a throws clause,You can handle only Error subclasses with a try-catch statement,B,"In Java, 'runtime exceptions' and 'unchecked exceptions' are synonymous. They represent RuntimeException and its subclasses, which are not subject to the handle-or-declare rule."
java-1k-0147,Exceptions,easy,Which pair of keywords fills in the blanks to make this method compile?,"7: public void ohNo() _____ Exception {
8:   _____________ Exception();
9: }",On line 7: throw; On line 8: throws,On line 7: throws; On line 8: throw new,On line 7: throws; On line 8: throw,On line 7: throws; On line 8: throws new,B,"In a method signature, the keyword 'throws' is used to declare exceptions that may be thrown by the method. Inside a method body, 'throw new' is used to instantiate and throw an exception instance."
java-1k-0148,Exceptions,easy,When are you required to include a finally block in a regular Java try statement?,,Never (a try statement requires at least one catch block OR a finally block),When the program code doesn't terminate on its own,Whenever there is more than one catch block,Whenever an unchecked exception is thrown,A,"A regular try statement requires either one or more catch blocks, or a finally block, or both. A finally block is never strictly required as long as at least one catch block is present."
java-1k-0149,Exceptions,easy,Which exception is thrown when attempting to execute the following code?,"Object obj = new Integer(3);
String str = (String) obj;
System.out.println(str);",ArrayIndexOutOfBoundsException,ClassCastException,IllegalArgumentException,NumberFormatException,B,"At runtime, 'obj' references an Integer instance. Attempting to cast an Integer to String causes the JVM to throw a java.lang.ClassCastException."
java-1k-0150,Exceptions,medium,Which of the following exceptions is typically thrown directly by the JVM rather than by application programmer code?,,java.lang.NullPointerException,java.lang.IllegalArgumentException,java.lang.NumberFormatException,java.io.FileNotFoundException,A,"NullPointerException is thrown by the JVM when code attempts to dereference or access a member on a null reference. In contrast, IllegalArgumentException and NumberFormatException are programmatically thrown by code when validating arguments."
java-1k-0151,Exceptions,easy,What occurs when the statement 'System.out.println(5 / 0);' is executed in a main method?,,It will not compile,It prints Infinity,It runs and throws an ArithmeticException (/ by zero),It runs and throws an IllegalArgumentException,C,"In Java, integer division by zero is not detected at compile time and throws a runtime java.lang.ArithmeticException: / by zero."
java-1k-0152,Exceptions,medium,What is printed before the stack trace when running class DoSomething?,"public class DoSomething {
  public void go() {
    System.out.print(""A"");
    try {
      stop();
    } catch (ArithmeticException e) {
      System.out.print(""B"");
    } finally {
      System.out.print(""C"");
    }
    System.out.print(""D"");
  }
  public void stop() {
    System.out.print(""E"");
    Object x = null;
    x.toString(); // throws NullPointerException
    System.out.print(""F"");
  }
  public static void main(String[] args) {
    new DoSomething().go();
  }
}",AE,AEBCD,AEC,AECD,C,"go() prints 'A', enters try, calls stop(). stop() prints 'E', then x.toString() throws NullPointerException. Execution returns to go(). The catch block only catches ArithmeticException, so NullPointerException is NOT caught. However, the finally block ALWAYS executes, printing 'C'. The method abruptly terminates with the uncaught NullPointerException, so 'D' is never reached. Output: 'AEC'."
java-1k-0153,Exceptions,hard,Why does the following try-catch structure fail to compile?,"try {
  return a / b;
} catch (RuntimeException e) {
  return -1;
} catch (ArithmeticException e) { // LINE 7
  return 0;
} finally {
  System.out.print(""done"");
}",ArithmeticException cannot be caught after division,Line 7 is unreachable because ArithmeticException is a subclass of RuntimeException and is already handled by line 4,A try block cannot have both catch and finally,return cannot appear inside a catch block,B,"Catch blocks must be ordered from most specific subclass to most general superclass. Because ArithmeticException is a subclass of RuntimeException, any ArithmeticException thrown would already be caught by the first catch block. Line 7 is unreachable code, causing a compiler error."
java-1k-0154,Exceptions,medium,What is the output of the following program containing System.exit(0)?,"public class Laptop {
  public void start() {
    try {
      System.out.print(""Starting up "");
      throw new Exception();
    } catch (Exception e) {
      System.out.print(""Problem "");
      System.exit(0);
    } finally {
      System.out.print(""Shutting down "");
    }
  }
  public static void main(String[] args) {
    new Laptop().start();
  }
}",Starting up ,Starting up Problem ,Starting up Problem Shutting down ,Starting up Shutting down ,B,"The try block prints 'Starting up ' and throws an Exception. The catch block catches it, prints 'Problem ', and calls System.exit(0). System.exit immediately halts the JVM. In this scenario, the finally block does NOT execute. Output: 'Starting up Problem '."
java-1k-0155,Exceptions,medium,What is the output of running class Dog?,"public class Dog {
  public String name;
  public void parseName() {
    System.out.print(""1"");
    try {
      System.out.print(""2"");
      int x = Integer.parseInt(name);
      System.out.print(""3"");
    } catch (NumberFormatException e) {
      System.out.print(""4"");
    }
  }
  public static void main(String[] args) {
    Dog leroy = new Dog();
    leroy.name = ""Leroy"";
    leroy.parseName();
    System.out.print(""5"");
  }
}",12,1235,1245,124,C,"parseName() prints '1', enters try, prints '2'. Integer.parseInt(""Leroy"") throws NumberFormatException, skipping line '3'. The catch block catches NumberFormatException and prints '4'. Execution resumes after try-catch and completes parseName(). Then main() prints '5'. Total output: '1245'."
java-1k-0156,Exceptions,medium,What occurs when running class Cat where the exception is NOT caught?,"public class Cat {
  public String name;
  public void parseName() {
    System.out.print(""1"");
    try {
      System.out.print(""2"");
      int x = Integer.parseInt(name);
      System.out.print(""3"");
    } catch (NullPointerException e) {
      System.out.print(""4"");
    }
    System.out.print(""5"");
  }
  public static void main(String[] args) {
    Cat leo = new Cat();
    leo.name = ""Leo"";
    leo.parseName();
    System.out.print(""6"");
  }
}","Prints 12, followed by a stack trace for NumberFormatException",Prints 12456,"Prints 1256, followed by a stack trace","Prints 124, followed by a stack trace",A,"parseName() prints '1', enters try, prints '2'. Integer.parseInt(""Leo"") throws NumberFormatException. The catch block only handles NullPointerException, so the exception is unhandled. parseName() abruptly terminates without printing '5' or '6', and the uncaught exception terminates the main thread, outputting '12' followed by the stack trace."
java-1k-0157,Exceptions,medium,What is printed before the exception stack trace in the following code?,"public class Mouse {
  public String name;
  public void run() {
    System.out.print(""1"");
    try {
      System.out.print(""2"");
      name.toString();
      System.out.print(""3"");
    } catch (NullPointerException e) {
      System.out.print(""4"");
      throw e;
    }
    System.out.print(""5"");
  }
  public static void main(String[] args) {
    Mouse jerry = new Mouse();
    jerry.run();
    System.out.print(""6"");
  }
}",123,124,1245,1246,B,"run() prints '1', enters try, prints '2'. name is null, so name.toString() throws NullPointerException. The catch block catches it, prints '4', and re-throws 'throw e;'. Because it is re-thrown and not caught by main(), lines '5' and '6' never execute. The output before the stack trace is '124'."
java-1k-0158,Exceptions,easy,Which types are allowed to appear in the 'throws' clause of a Java method declaration?,,Only checked exceptions,Only RuntimeException subclasses,"Any class that extends java.lang.Throwable (including Error, Exception, and RuntimeException)",Any Java class or interface,C,"Any class that extends java.lang.Throwable may be declared in a throws clause, including checked exceptions, unchecked exceptions (RuntimeException), and Errors."
java-1k-0159,Exceptions,medium,"Given 'public void ohNo() throws IOException {}', which statement will NOT compile inside ohNo()?",,throw new java.io.IOException();,throw new IllegalArgumentException();,throw new Exception();,throw new RuntimeException();,C,"The method declares 'throws IOException'. 'throw new Exception();' throws a checked exception that is BROADER than IOException. Because the method does not declare 'throws Exception', line C fails compilation. In contrast, unchecked exceptions (IllegalArgumentException, RuntimeException) can be thrown without being declared."
java-1k-0160,Exceptions,easy,Which of the following is an unchecked (Runtime) exception in Java?,,java.io.IOException,java.io.FileNotFoundException,java.lang.NumberFormatException,java.lang.Exception,C,"NumberFormatException extends IllegalArgumentException, which extends RuntimeException, making it an unchecked exception. IOException and FileNotFoundException are checked exceptions."
java-1k-0161,Exceptions,easy,Which of the following scenarios represents the most appropriate use of throwing an exception in Java?,,An unexpected or illegal parameter is passed into a method that violates its preconditions,An element is not found when searching an array,As standard flow control to exit a loop prematurely,To return a negative integer status code,A,"Exceptions are designed for exceptional, unexpected circumstances such as illegal method arguments (throwing IllegalArgumentException). Standard search misses should return null, -1, or Optional, not throw exceptions."
java-1k-0162,Exceptions,hard,"Given 'interface Roar { void roar() throws HasSoreThroatException; }' (where HasSoreThroatException is a checked exception), which overriding method in class Lion will FAIL to compile?",,public void roar() {},public void roar() throws HasSoreThroatException {},public void roar() throws Exception {},public void roar() throws RuntimeException {},C,"When overriding a method, the subclass method cannot declare new or broader checked exceptions than those declared in the parent method. Since Exception is broader than HasSoreThroatException, Option C fails compilation. A subclass method may declare fewer exceptions, identical exceptions, or any unchecked exceptions."
java-1k-0163,Exceptions,easy,Which statement correctly describes the requirement for handling or declaring exceptions?,,Checked exceptions are required to be handled or declared; runtime exceptions and errors are optional,Runtime exceptions are required to be handled or declared,Errors must be caught in a try-catch block,No exceptions are required to be declared if using Java 8,A,Java enforces the handle-or-declare rule strictly for checked exceptions. Runtime exceptions and Errors are unchecked and do not require handling or declaration.
java-1k-0164,Exceptions,medium,Which exception type can be inserted in the first catch block so that both catch blocks compile?,"try {
  System.out.println(""work real hard"");
} catch ( _____ e) {
} catch (RuntimeException e) {
}",Exception,IOException,IllegalArgumentException,NullPointerException,C,"IllegalArgumentException is a subclass of RuntimeException, so catching it BEFORE RuntimeException is valid. Catching Exception before RuntimeException causes an unreachable code error. Catching IOException fails because the try block throws no checked exceptions."
java-1k-0165,Exceptions,hard,What does the following method output and throw?,"System.out.print(""a"");
try {
  System.out.print(""b"");
  throw new IllegalArgumentException();
} catch (IllegalArgumentException e) {
  System.out.print(""c"");
  throw new RuntimeException(""1"");
} catch (RuntimeException e) {
  System.out.print(""d"");
  throw new RuntimeException(""2"");
} finally {
  System.out.print(""e"");
  throw new RuntimeException(""3"");
}",Outputs 'abce' and throws RuntimeException with message '3',Outputs 'abce' and throws RuntimeException with message '1',Outputs 'abcde' and throws RuntimeException with message '2',The code does not compile,A,"1. Prints 'a', enters try, prints 'b', throws IllegalArgumentException. 2. First catch block runs, prints 'c', and throws RuntimeException(""1""). 3. The finally block ALWAYS executes before an exception is propagated. It prints 'e' and throws RuntimeException(""3""). 4. An exception thrown from a finally block suppresses and masks any exception thrown earlier in try/catch! Therefore, output is 'abce' and the exception thrown has message '3'."
java-1k-0166,Java Building Blocks,easy,Which of the following cannot be used as an identifier in Java because it is a reserved keyword?,"// Attempting to declare variable:
int goto = 100;",The identifier 'goto' is a reserved word and causes a compile error,'goto' is permitted because it is not actively used in modern Java,'goto' compiles as a variable name but cannot be used as a method name,The code compiles and runs without issue,A,"In Java, 'goto' is a reserved keyword in the Java language specification. Even unused keywords like 'goto' and 'const' are reserved and cannot be used as identifiers for variables, methods, or classes."
java-1k-0167,Java Building Blocks,easy,Which of the following cannot be used as an identifier in Java because it is a reserved keyword?,"// Attempting to declare variable:
int const = 100;",The identifier 'const' is a reserved word and causes a compile error,'const' is permitted because it is not actively used in modern Java,'const' compiles as a variable name but cannot be used as a method name,The code compiles and runs without issue,A,"In Java, 'const' is a reserved keyword in the Java language specification. Even unused keywords like 'goto' and 'const' are reserved and cannot be used as identifiers for variables, methods, or classes."
java-1k-0168,Java Building Blocks,easy,Which of the following cannot be used as an identifier in Java because it is a reserved keyword?,"// Attempting to declare variable:
int strictfp = 100;",The identifier 'strictfp' is a reserved word and causes a compile error,'strictfp' is permitted because it is not actively used in modern Java,'strictfp' compiles as a variable name but cannot be used as a method name,The code compiles and runs without issue,A,"In Java, 'strictfp' is a reserved keyword in the Java language specification. Even unused keywords like 'goto' and 'const' are reserved and cannot be used as identifiers for variables, methods, or classes."
java-1k-0169,Java Building Blocks,easy,Which of the following cannot be used as an identifier in Java because it is a reserved keyword?,"// Attempting to declare variable:
int assert = 100;",The identifier 'assert' is a reserved word and causes a compile error,'assert' is permitted because it is not actively used in modern Java,'assert' compiles as a variable name but cannot be used as a method name,The code compiles and runs without issue,A,"In Java, 'assert' is a reserved keyword in the Java language specification. Even unused keywords like 'goto' and 'const' are reserved and cannot be used as identifiers for variables, methods, or classes."
java-1k-0170,Java Building Blocks,easy,Which of the following cannot be used as an identifier in Java because it is a reserved keyword?,"// Attempting to declare variable:
int enum = 100;",The identifier 'enum' is a reserved word and causes a compile error,'enum' is permitted because it is not actively used in modern Java,'enum' compiles as a variable name but cannot be used as a method name,The code compiles and runs without issue,A,"In Java, 'enum' is a reserved keyword in the Java language specification. Even unused keywords like 'goto' and 'const' are reserved and cannot be used as identifiers for variables, methods, or classes."
java-1k-0171,Java Building Blocks,easy,Which of the following cannot be used as an identifier in Java because it is a reserved keyword?,"// Attempting to declare variable:
int native = 100;",The identifier 'native' is a reserved word and causes a compile error,'native' is permitted because it is not actively used in modern Java,'native' compiles as a variable name but cannot be used as a method name,The code compiles and runs without issue,A,"In Java, 'native' is a reserved keyword in the Java language specification. Even unused keywords like 'goto' and 'const' are reserved and cannot be used as identifiers for variables, methods, or classes."
java-1k-0172,Java Building Blocks,easy,Which of the following cannot be used as an identifier in Java because it is a reserved keyword?,"// Attempting to declare variable:
int transient = 100;",The identifier 'transient' is a reserved word and causes a compile error,'transient' is permitted because it is not actively used in modern Java,'transient' compiles as a variable name but cannot be used as a method name,The code compiles and runs without issue,A,"In Java, 'transient' is a reserved keyword in the Java language specification. Even unused keywords like 'goto' and 'const' are reserved and cannot be used as identifiers for variables, methods, or classes."
java-1k-0173,Java Building Blocks,easy,Which of the following cannot be used as an identifier in Java because it is a reserved keyword?,"// Attempting to declare variable:
int volatile = 100;",The identifier 'volatile' is a reserved word and causes a compile error,'volatile' is permitted because it is not actively used in modern Java,'volatile' compiles as a variable name but cannot be used as a method name,The code compiles and runs without issue,A,"In Java, 'volatile' is a reserved keyword in the Java language specification. Even unused keywords like 'goto' and 'const' are reserved and cannot be used as identifiers for variables, methods, or classes."
java-1k-0174,Java Building Blocks,easy,Which of the following cannot be used as an identifier in Java because it is a reserved keyword?,"// Attempting to declare variable:
int synchronized = 100;",The identifier 'synchronized' is a reserved word and causes a compile error,'synchronized' is permitted because it is not actively used in modern Java,'synchronized' compiles as a variable name but cannot be used as a method name,The code compiles and runs without issue,A,"In Java, 'synchronized' is a reserved keyword in the Java language specification. Even unused keywords like 'goto' and 'const' are reserved and cannot be used as identifiers for variables, methods, or classes."
java-1k-0175,Java Building Blocks,easy,Which of the following cannot be used as an identifier in Java because it is a reserved keyword?,"// Attempting to declare variable:
int finally = 100;",The identifier 'finally' is a reserved word and causes a compile error,'finally' is permitted because it is not actively used in modern Java,'finally' compiles as a variable name but cannot be used as a method name,The code compiles and runs without issue,A,"In Java, 'finally' is a reserved keyword in the Java language specification. Even unused keywords like 'goto' and 'const' are reserved and cannot be used as identifiers for variables, methods, or classes."
java-1k-0176,Java Building Blocks,easy,Is '_123' a valid identifier for a variable name in Java?,int _123 = 10;,"Yes, it compiles successfully as a valid identifier","No, it causes a compiler error",It compiles only if declared static,It compiles only if declared inside a class block,A,"Identifier rule: Java identifiers must start with a letter, currency character ($), or underscore (_), followed by letters, digits, $, or _. Reason: '_123' starts with underscore."
java-1k-0177,Java Building Blocks,easy,Is '$money' a valid identifier for a variable name in Java?,int $money = 10;,"Yes, it compiles successfully as a valid identifier","No, it causes a compiler error",It compiles only if declared static,It compiles only if declared inside a class block,A,"Identifier rule: Java identifiers must start with a letter, currency character ($), or underscore (_), followed by letters, digits, $, or _. Reason: '$money' starts with dollar sign."
java-1k-0178,Java Building Blocks,easy,Is '9to5' a valid identifier for a variable name in Java?,int 9to5 = 10;,"No, it causes a compiler error","Yes, it compiles successfully as a valid identifier",It compiles only if declared static,It compiles only if declared inside a class block,A,"Identifier rule: Java identifiers must start with a letter, currency character ($), or underscore (_), followed by letters, digits, $, or _. Reason: '9to5' starts with a digit."
java-1k-0179,Java Building Blocks,easy,Is 'my-var' a valid identifier for a variable name in Java?,int my-var = 10;,"No, it causes a compiler error","Yes, it compiles successfully as a valid identifier",It compiles only if declared static,It compiles only if declared inside a class block,A,"Identifier rule: Java identifiers must start with a letter, currency character ($), or underscore (_), followed by letters, digits, $, or _. Reason: 'my-var' contains a hyphen which is subtraction operator."
java-1k-0180,Java Building Blocks,easy,Is 'var#name' a valid identifier for a variable name in Java?,int var#name = 10;,"No, it causes a compiler error","Yes, it compiles successfully as a valid identifier",It compiles only if declared static,It compiles only if declared inside a class block,A,"Identifier rule: Java identifiers must start with a letter, currency character ($), or underscore (_), followed by letters, digits, $, or _. Reason: 'var#name' contains '#' which is not a valid identifier character."
java-1k-0181,Java Building Blocks,easy,Is 'public_class' a valid identifier for a variable name in Java?,int public_class = 10;,"Yes, it compiles successfully as a valid identifier","No, it causes a compiler error",It compiles only if declared static,It compiles only if declared inside a class block,A,"Identifier rule: Java identifiers must start with a letter, currency character ($), or underscore (_), followed by letters, digits, $, or _. Reason: 'public_class' combines valid letters and underscore without matching reserved word."
java-1k-0182,Java Building Blocks,easy,Is 'Boolean' a valid identifier for a variable name in Java?,int Boolean = 10;,"Yes, it compiles successfully as a valid identifier","No, it causes a compiler error",It compiles only if declared static,It compiles only if declared inside a class block,A,"Identifier rule: Java identifiers must start with a letter, currency character ($), or underscore (_), followed by letters, digits, $, or _. Reason: 'Boolean' Java is case-sensitive, so capitalized 'Boolean' is legal though unconventional for variable names."
java-1k-0183,Java Building Blocks,easy,Is 'null_value' a valid identifier for a variable name in Java?,int null_value = 10;,"Yes, it compiles successfully as a valid identifier","No, it causes a compiler error",It compiles only if declared static,It compiles only if declared inside a class block,A,"Identifier rule: Java identifiers must start with a letter, currency character ($), or underscore (_), followed by letters, digits, $, or _. Reason: 'null_value' legal identifier starting with letter."
java-1k-0184,Java Building Blocks,easy,Is 'int2' a valid identifier for a variable name in Java?,int int2 = 10;,"Yes, it compiles successfully as a valid identifier","No, it causes a compiler error",It compiles only if declared static,It compiles only if declared inside a class block,A,"Identifier rule: Java identifiers must start with a letter, currency character ($), or underscore (_), followed by letters, digits, $, or _. Reason: 'int2' starts with letter and contains digit."
java-1k-0185,Java Building Blocks,easy,Is '___' a valid identifier for a variable name in Java?,int ___ = 10;,"Yes, it compiles successfully as a valid identifier","No, it causes a compiler error",It compiles only if declared static,It compiles only if declared inside a class block,A,"Identifier rule: Java identifiers must start with a letter, currency character ($), or underscore (_), followed by letters, digits, $, or _. Reason: '___' composed entirely of underscores, valid in Java 8."
java-1k-0186,Java Building Blocks,easy,Is '$$' a valid identifier for a variable name in Java?,int $$ = 10;,"Yes, it compiles successfully as a valid identifier","No, it causes a compiler error",It compiles only if declared static,It compiles only if declared inside a class block,A,"Identifier rule: Java identifiers must start with a letter, currency character ($), or underscore (_), followed by letters, digits, $, or _. Reason: '$$' composed of dollar signs, valid in Java 8."
