ID,Topic,Difficulty,Question,Code,Option A,Option B,Option C,Option D,Correct Option,Explanation
spring-4k-1255,Transactions & Persistence,medium,"When processOrder is called from an external controller, why does updatePaymentStatus execute WITHOUT creating a new transaction?","@Service
public class OrderService_2080 {
    public void processOrder_2080(Long id) {
        // Direct internal method call
        this.updatePaymentStatus_2080(id);
    }
    @Transactional(propagation = Propagation.REQUIRES_NEW)
    public void updatePaymentStatus_2080(Long id) {
        paymentRepo.updateStatus(id, ""PAID"");
    }
}",Internal transactions are committed automatically before method entry.,PaymentRepository must implement AspectJ pointcuts directly.,Spring `@Transactional` is intercepted by a dynamic proxy; internal `this` method invocations bypass the proxy interceptor.,Propagation.REQUIRES_NEW is deprecated in Spring Boot 3.,C,"Spring AOP creates a CGLIB/JDK dynamic proxy around the bean. Calling a method internally via `this.` does not go through the proxy, bypassing the TransactionInterceptor. Refactor by injecting self or moving to another bean."
spring-4k-1256,Transactions & Persistence,hard,"Under 500 concurrent requests, HikariCP throws ConnectionTimeoutException. What is the architectural flaw?","@Transactional
public Response handleCheckout_4748(CheckoutReq req) {
    Order o = orderRepo.save(new Order(req));
    // Slow third-party external REST API call:
    PaymentResp p = restTemplate.postForObject(""https://gateway.bank/pay/4748"", req, PaymentResp.class);
    o.setTransactionId(p.txId());
    return Response.ok(o);
}",HikariCP does not support Spring Boot `@Transactional` annotations.,RestTemplate cannot serialize JSON inside a transaction.,OrderRepository.save() closes the database connection prematurely.,Holding an open SQL connection while waiting for a slow external HTTP network call starves the database connection pool.,D,"`@Transactional` acquires a JDBC Connection from the pool on method entry. Making external blocking HTTP network calls inside the transaction holds the connection open, exhausting pool capacity. Separate DB writes from external HTTP calls."
spring-4k-1257,Transactions & Persistence,medium,"Iterating through 1,000 users triggers 1,001 separate SELECT queries to PostgreSQL. What is the optimal Spring Data JPA fix?","@Entity
public class User_5400 {
    @Id private Long id;
    @OneToMany(fetch = FetchType.LAZY)
    private List<Order> orders_5400;
}
// Query: List<User_5400> users = userRepo.findAll();
// users.forEach(u -> u.getOrders_5400().size());","Use `@EntityGraph(attributePaths = {""orders_{0}""})` or a JOIN FETCH JPQL query to fetch users and orders in a single SQL query.",Change FetchType.LAZY to FetchType.EAGER on the `@OneToMany` mapping.,Replace PostgreSQL with a Redis key-value store.,Enable Hibernate 2nd-level cache without modifying queries.,A,"Changing to EAGER still executes N+1 queries when using findAll(). `@EntityGraph` or `JOIN FETCH u.orders` instructs Hibernate to emit an SQL LEFT OUTER JOIN, retrieving all parents and children in a single round-trip."
spring-4k-1258,Security & Web Architecture,medium,"If the requestMatchers order is reversed (`/api/**` before `/api/admin/**`), what security vulnerability occurs?","@Bean
public SecurityFilterChain apiFilterChain_9397(HttpSecurity http) throws Exception {
    http.securityMatcher(""/api/**"")
        .authorizeHttpRequests(auth -> auth
            .requestMatchers(""/api/admin/**"").hasRole(""ADMIN"")
            .requestMatchers(""/api/**"").authenticated()
        )
        .oauth2ResourceServer(oauth -> oauth.jwt(Customizer.withDefaults()));
    return http.build();
}",OAuth2 JWT validation is bypassed entirely.,The SecurityFilterChain bean fails to instantiate at application startup.,Spring Security rejects all requests with HTTP 403 Forbidden automatically.,Any authenticated non-admin user can access `/api/admin/**` because the first matching rule (`/api/**`) evaluates and authorizes the request.,D,Spring Security matches request rules in top-to-bottom first-match-wins order. Specific restricted paths (like `/api/admin/**`) must precede generic broad paths (like `/api/**`).
spring-4k-1259,Security & Web Architecture,hard,Why must legacy blocking I/O calls be wrapped with `subscribeOn(Schedulers.boundedElastic())` in Spring WebFlux?,"@GetMapping(""/reports/3176"")
public Mono<ReportData> getReport_3176(@PathVariable String id) {
    return Mono.fromCallable(() -> legacyBlockingReportService.generate(id))
               .subscribeOn(Schedulers.boundedElastic());
}",WebFlux controllers cannot return Mono without boundedElastic.,"Netty automatically scales event loop threads to 1,000 workers.",Schedulers.boundedElastic() disables garbage collection during report generation.,Running blocking operations on the Netty EventLoop thread blocks all other concurrent reactive requests on that CPU core.,D,"Netty event loops use a small fixed number of threads (equal to CPU cores). If a blocking call executes on an event loop thread, no other requests assigned to that event loop can be processed. Offload blocking work to Schedulers.boundedElastic()."
spring-4k-1260,Microservices & Cloud Patterns,hard,"After the 10-second open state expires, what determines whether the Circuit Breaker transitions to CLOSED or back to OPEN?","// resilience4j.circuitbreaker.instances.backendService_103:
// waitDurationInOpenState: 10000ms, permittedNumberOfCallsInHalfOpenState: 5",It pings the database health endpoint via TCP.,"It executes 5 trial probe requests; if the failure rate is below the threshold it transitions to CLOSED, otherwise it resets to OPEN.",It waits for a manual HTTP POST request from the admin operator.,It remains in HALF-OPEN permanently until the microservice restarts.,B,"In HALF-OPEN state, Resilience4j permits a configured trial number of probe calls (`permittedNumberOfCallsInHalfOpenState`). If their failure rate meets the threshold, it heals to CLOSED; if any fail above threshold, it reopens."
spring-4k-1261,Transactions & Persistence,hard,"When processOrder is called from an external controller, why does updatePaymentStatus execute WITHOUT creating a new transaction?","@Service
public class OrderService_167 {
    public void processOrder_167(Long id) {
        // Direct internal method call
        this.updatePaymentStatus_167(id);
    }
    @Transactional(propagation = Propagation.REQUIRES_NEW)
    public void updatePaymentStatus_167(Long id) {
        paymentRepo.updateStatus(id, ""PAID"");
    }
}",Propagation.REQUIRES_NEW is deprecated in Spring Boot 3.,PaymentRepository must implement AspectJ pointcuts directly.,Internal transactions are committed automatically before method entry.,Spring `@Transactional` is intercepted by a dynamic proxy; internal `this` method invocations bypass the proxy interceptor.,D,"Spring AOP creates a CGLIB/JDK dynamic proxy around the bean. Calling a method internally via `this.` does not go through the proxy, bypassing the TransactionInterceptor. Refactor by injecting self or moving to another bean."
spring-4k-1262,Transactions & Persistence,hard,"Under 500 concurrent requests, HikariCP throws ConnectionTimeoutException. What is the architectural flaw?","@Transactional
public Response handleCheckout_2997(CheckoutReq req) {
    Order o = orderRepo.save(new Order(req));
    // Slow third-party external REST API call:
    PaymentResp p = restTemplate.postForObject(""https://gateway.bank/pay/2997"", req, PaymentResp.class);
    o.setTransactionId(p.txId());
    return Response.ok(o);
}",HikariCP does not support Spring Boot `@Transactional` annotations.,RestTemplate cannot serialize JSON inside a transaction.,Holding an open SQL connection while waiting for a slow external HTTP network call starves the database connection pool.,OrderRepository.save() closes the database connection prematurely.,C,"`@Transactional` acquires a JDBC Connection from the pool on method entry. Making external blocking HTTP network calls inside the transaction holds the connection open, exhausting pool capacity. Separate DB writes from external HTTP calls."
spring-4k-1263,Transactions & Persistence,medium,"Iterating through 1,000 users triggers 1,001 separate SELECT queries to PostgreSQL. What is the optimal Spring Data JPA fix?","@Entity
public class User_3743 {
    @Id private Long id;
    @OneToMany(fetch = FetchType.LAZY)
    private List<Order> orders_3743;
}
// Query: List<User_3743> users = userRepo.findAll();
// users.forEach(u -> u.getOrders_3743().size());",Replace PostgreSQL with a Redis key-value store.,"Use `@EntityGraph(attributePaths = {""orders_{0}""})` or a JOIN FETCH JPQL query to fetch users and orders in a single SQL query.",Enable Hibernate 2nd-level cache without modifying queries.,Change FetchType.LAZY to FetchType.EAGER on the `@OneToMany` mapping.,B,"Changing to EAGER still executes N+1 queries when using findAll(). `@EntityGraph` or `JOIN FETCH u.orders` instructs Hibernate to emit an SQL LEFT OUTER JOIN, retrieving all parents and children in a single round-trip."
spring-4k-1264,Security & Web Architecture,hard,"If the requestMatchers order is reversed (`/api/**` before `/api/admin/**`), what security vulnerability occurs?","@Bean
public SecurityFilterChain apiFilterChain_4048(HttpSecurity http) throws Exception {
    http.securityMatcher(""/api/**"")
        .authorizeHttpRequests(auth -> auth
            .requestMatchers(""/api/admin/**"").hasRole(""ADMIN"")
            .requestMatchers(""/api/**"").authenticated()
        )
        .oauth2ResourceServer(oauth -> oauth.jwt(Customizer.withDefaults()));
    return http.build();
}",The SecurityFilterChain bean fails to instantiate at application startup.,OAuth2 JWT validation is bypassed entirely.,Spring Security rejects all requests with HTTP 403 Forbidden automatically.,Any authenticated non-admin user can access `/api/admin/**` because the first matching rule (`/api/**`) evaluates and authorizes the request.,D,Spring Security matches request rules in top-to-bottom first-match-wins order. Specific restricted paths (like `/api/admin/**`) must precede generic broad paths (like `/api/**`).
spring-4k-1265,Security & Web Architecture,hard,Why must legacy blocking I/O calls be wrapped with `subscribeOn(Schedulers.boundedElastic())` in Spring WebFlux?,"@GetMapping(""/reports/1068"")
public Mono<ReportData> getReport_1068(@PathVariable String id) {
    return Mono.fromCallable(() -> legacyBlockingReportService.generate(id))
               .subscribeOn(Schedulers.boundedElastic());
}",WebFlux controllers cannot return Mono without boundedElastic.,Schedulers.boundedElastic() disables garbage collection during report generation.,"Netty automatically scales event loop threads to 1,000 workers.",Running blocking operations on the Netty EventLoop thread blocks all other concurrent reactive requests on that CPU core.,D,"Netty event loops use a small fixed number of threads (equal to CPU cores). If a blocking call executes on an event loop thread, no other requests assigned to that event loop can be processed. Offload blocking work to Schedulers.boundedElastic()."
spring-4k-1266,Microservices & Cloud Patterns,hard,"After the 10-second open state expires, what determines whether the Circuit Breaker transitions to CLOSED or back to OPEN?","// resilience4j.circuitbreaker.instances.backendService_5998:
// waitDurationInOpenState: 10000ms, permittedNumberOfCallsInHalfOpenState: 5","It executes 5 trial probe requests; if the failure rate is below the threshold it transitions to CLOSED, otherwise it resets to OPEN.",It waits for a manual HTTP POST request from the admin operator.,It remains in HALF-OPEN permanently until the microservice restarts.,It pings the database health endpoint via TCP.,A,"In HALF-OPEN state, Resilience4j permits a configured trial number of probe calls (`permittedNumberOfCallsInHalfOpenState`). If their failure rate meets the threshold, it heals to CLOSED; if any fail above threshold, it reopens."
spring-4k-1267,Transactions & Persistence,hard,"When processOrder is called from an external controller, why does updatePaymentStatus execute WITHOUT creating a new transaction?","@Service
public class OrderService_4290 {
    public void processOrder_4290(Long id) {
        // Direct internal method call
        this.updatePaymentStatus_4290(id);
    }
    @Transactional(propagation = Propagation.REQUIRES_NEW)
    public void updatePaymentStatus_4290(Long id) {
        paymentRepo.updateStatus(id, ""PAID"");
    }
}",PaymentRepository must implement AspectJ pointcuts directly.,Spring `@Transactional` is intercepted by a dynamic proxy; internal `this` method invocations bypass the proxy interceptor.,Internal transactions are committed automatically before method entry.,Propagation.REQUIRES_NEW is deprecated in Spring Boot 3.,B,"Spring AOP creates a CGLIB/JDK dynamic proxy around the bean. Calling a method internally via `this.` does not go through the proxy, bypassing the TransactionInterceptor. Refactor by injecting self or moving to another bean."
spring-4k-1268,Transactions & Persistence,hard,"Under 500 concurrent requests, HikariCP throws ConnectionTimeoutException. What is the architectural flaw?","@Transactional
public Response handleCheckout_9354(CheckoutReq req) {
    Order o = orderRepo.save(new Order(req));
    // Slow third-party external REST API call:
    PaymentResp p = restTemplate.postForObject(""https://gateway.bank/pay/9354"", req, PaymentResp.class);
    o.setTransactionId(p.txId());
    return Response.ok(o);
}",OrderRepository.save() closes the database connection prematurely.,HikariCP does not support Spring Boot `@Transactional` annotations.,Holding an open SQL connection while waiting for a slow external HTTP network call starves the database connection pool.,RestTemplate cannot serialize JSON inside a transaction.,C,"`@Transactional` acquires a JDBC Connection from the pool on method entry. Making external blocking HTTP network calls inside the transaction holds the connection open, exhausting pool capacity. Separate DB writes from external HTTP calls."
spring-4k-1269,Transactions & Persistence,hard,"Iterating through 1,000 users triggers 1,001 separate SELECT queries to PostgreSQL. What is the optimal Spring Data JPA fix?","@Entity
public class User_4529 {
    @Id private Long id;
    @OneToMany(fetch = FetchType.LAZY)
    private List<Order> orders_4529;
}
// Query: List<User_4529> users = userRepo.findAll();
// users.forEach(u -> u.getOrders_4529().size());",Replace PostgreSQL with a Redis key-value store.,"Use `@EntityGraph(attributePaths = {""orders_{0}""})` or a JOIN FETCH JPQL query to fetch users and orders in a single SQL query.",Change FetchType.LAZY to FetchType.EAGER on the `@OneToMany` mapping.,Enable Hibernate 2nd-level cache without modifying queries.,B,"Changing to EAGER still executes N+1 queries when using findAll(). `@EntityGraph` or `JOIN FETCH u.orders` instructs Hibernate to emit an SQL LEFT OUTER JOIN, retrieving all parents and children in a single round-trip."
spring-4k-1270,Security & Web Architecture,hard,"If the requestMatchers order is reversed (`/api/**` before `/api/admin/**`), what security vulnerability occurs?","@Bean
public SecurityFilterChain apiFilterChain_1522(HttpSecurity http) throws Exception {
    http.securityMatcher(""/api/**"")
        .authorizeHttpRequests(auth -> auth
            .requestMatchers(""/api/admin/**"").hasRole(""ADMIN"")
            .requestMatchers(""/api/**"").authenticated()
        )
        .oauth2ResourceServer(oauth -> oauth.jwt(Customizer.withDefaults()));
    return http.build();
}",OAuth2 JWT validation is bypassed entirely.,The SecurityFilterChain bean fails to instantiate at application startup.,Spring Security rejects all requests with HTTP 403 Forbidden automatically.,Any authenticated non-admin user can access `/api/admin/**` because the first matching rule (`/api/**`) evaluates and authorizes the request.,D,Spring Security matches request rules in top-to-bottom first-match-wins order. Specific restricted paths (like `/api/admin/**`) must precede generic broad paths (like `/api/**`).
spring-4k-1271,Security & Web Architecture,hard,Why must legacy blocking I/O calls be wrapped with `subscribeOn(Schedulers.boundedElastic())` in Spring WebFlux?,"@GetMapping(""/reports/6490"")
public Mono<ReportData> getReport_6490(@PathVariable String id) {
    return Mono.fromCallable(() -> legacyBlockingReportService.generate(id))
               .subscribeOn(Schedulers.boundedElastic());
}","Netty automatically scales event loop threads to 1,000 workers.",Running blocking operations on the Netty EventLoop thread blocks all other concurrent reactive requests on that CPU core.,Schedulers.boundedElastic() disables garbage collection during report generation.,WebFlux controllers cannot return Mono without boundedElastic.,B,"Netty event loops use a small fixed number of threads (equal to CPU cores). If a blocking call executes on an event loop thread, no other requests assigned to that event loop can be processed. Offload blocking work to Schedulers.boundedElastic()."
spring-4k-1272,Microservices & Cloud Patterns,hard,"After the 10-second open state expires, what determines whether the Circuit Breaker transitions to CLOSED or back to OPEN?","// resilience4j.circuitbreaker.instances.backendService_3803:
// waitDurationInOpenState: 10000ms, permittedNumberOfCallsInHalfOpenState: 5",It pings the database health endpoint via TCP.,"It executes 5 trial probe requests; if the failure rate is below the threshold it transitions to CLOSED, otherwise it resets to OPEN.",It remains in HALF-OPEN permanently until the microservice restarts.,It waits for a manual HTTP POST request from the admin operator.,B,"In HALF-OPEN state, Resilience4j permits a configured trial number of probe calls (`permittedNumberOfCallsInHalfOpenState`). If their failure rate meets the threshold, it heals to CLOSED; if any fail above threshold, it reopens."
spring-4k-1273,Transactions & Persistence,medium,"When processOrder is called from an external controller, why does updatePaymentStatus execute WITHOUT creating a new transaction?","@Service
public class OrderService_2078 {
    public void processOrder_2078(Long id) {
        // Direct internal method call
        this.updatePaymentStatus_2078(id);
    }
    @Transactional(propagation = Propagation.REQUIRES_NEW)
    public void updatePaymentStatus_2078(Long id) {
        paymentRepo.updateStatus(id, ""PAID"");
    }
}",Propagation.REQUIRES_NEW is deprecated in Spring Boot 3.,Internal transactions are committed automatically before method entry.,Spring `@Transactional` is intercepted by a dynamic proxy; internal `this` method invocations bypass the proxy interceptor.,PaymentRepository must implement AspectJ pointcuts directly.,C,"Spring AOP creates a CGLIB/JDK dynamic proxy around the bean. Calling a method internally via `this.` does not go through the proxy, bypassing the TransactionInterceptor. Refactor by injecting self or moving to another bean."
spring-4k-1274,Transactions & Persistence,hard,"Under 500 concurrent requests, HikariCP throws ConnectionTimeoutException. What is the architectural flaw?","@Transactional
public Response handleCheckout_1378(CheckoutReq req) {
    Order o = orderRepo.save(new Order(req));
    // Slow third-party external REST API call:
    PaymentResp p = restTemplate.postForObject(""https://gateway.bank/pay/1378"", req, PaymentResp.class);
    o.setTransactionId(p.txId());
    return Response.ok(o);
}",OrderRepository.save() closes the database connection prematurely.,RestTemplate cannot serialize JSON inside a transaction.,HikariCP does not support Spring Boot `@Transactional` annotations.,Holding an open SQL connection while waiting for a slow external HTTP network call starves the database connection pool.,D,"`@Transactional` acquires a JDBC Connection from the pool on method entry. Making external blocking HTTP network calls inside the transaction holds the connection open, exhausting pool capacity. Separate DB writes from external HTTP calls."
spring-4k-1275,Transactions & Persistence,hard,"Iterating through 1,000 users triggers 1,001 separate SELECT queries to PostgreSQL. What is the optimal Spring Data JPA fix?","@Entity
public class User_2865 {
    @Id private Long id;
    @OneToMany(fetch = FetchType.LAZY)
    private List<Order> orders_2865;
}
// Query: List<User_2865> users = userRepo.findAll();
// users.forEach(u -> u.getOrders_2865().size());",Replace PostgreSQL with a Redis key-value store.,Enable Hibernate 2nd-level cache without modifying queries.,"Use `@EntityGraph(attributePaths = {""orders_{0}""})` or a JOIN FETCH JPQL query to fetch users and orders in a single SQL query.",Change FetchType.LAZY to FetchType.EAGER on the `@OneToMany` mapping.,C,"Changing to EAGER still executes N+1 queries when using findAll(). `@EntityGraph` or `JOIN FETCH u.orders` instructs Hibernate to emit an SQL LEFT OUTER JOIN, retrieving all parents and children in a single round-trip."
spring-4k-1276,Security & Web Architecture,medium,"If the requestMatchers order is reversed (`/api/**` before `/api/admin/**`), what security vulnerability occurs?","@Bean
public SecurityFilterChain apiFilterChain_1592(HttpSecurity http) throws Exception {
    http.securityMatcher(""/api/**"")
        .authorizeHttpRequests(auth -> auth
            .requestMatchers(""/api/admin/**"").hasRole(""ADMIN"")
            .requestMatchers(""/api/**"").authenticated()
        )
        .oauth2ResourceServer(oauth -> oauth.jwt(Customizer.withDefaults()));
    return http.build();
}",The SecurityFilterChain bean fails to instantiate at application startup.,Any authenticated non-admin user can access `/api/admin/**` because the first matching rule (`/api/**`) evaluates and authorizes the request.,OAuth2 JWT validation is bypassed entirely.,Spring Security rejects all requests with HTTP 403 Forbidden automatically.,B,Spring Security matches request rules in top-to-bottom first-match-wins order. Specific restricted paths (like `/api/admin/**`) must precede generic broad paths (like `/api/**`).
spring-4k-1277,Security & Web Architecture,hard,Why must legacy blocking I/O calls be wrapped with `subscribeOn(Schedulers.boundedElastic())` in Spring WebFlux?,"@GetMapping(""/reports/1528"")
public Mono<ReportData> getReport_1528(@PathVariable String id) {
    return Mono.fromCallable(() -> legacyBlockingReportService.generate(id))
               .subscribeOn(Schedulers.boundedElastic());
}",Running blocking operations on the Netty EventLoop thread blocks all other concurrent reactive requests on that CPU core.,Schedulers.boundedElastic() disables garbage collection during report generation.,"Netty automatically scales event loop threads to 1,000 workers.",WebFlux controllers cannot return Mono without boundedElastic.,A,"Netty event loops use a small fixed number of threads (equal to CPU cores). If a blocking call executes on an event loop thread, no other requests assigned to that event loop can be processed. Offload blocking work to Schedulers.boundedElastic()."
spring-4k-1278,Microservices & Cloud Patterns,hard,"After the 10-second open state expires, what determines whether the Circuit Breaker transitions to CLOSED or back to OPEN?","// resilience4j.circuitbreaker.instances.backendService_6623:
// waitDurationInOpenState: 10000ms, permittedNumberOfCallsInHalfOpenState: 5","It executes 5 trial probe requests; if the failure rate is below the threshold it transitions to CLOSED, otherwise it resets to OPEN.",It pings the database health endpoint via TCP.,It remains in HALF-OPEN permanently until the microservice restarts.,It waits for a manual HTTP POST request from the admin operator.,A,"In HALF-OPEN state, Resilience4j permits a configured trial number of probe calls (`permittedNumberOfCallsInHalfOpenState`). If their failure rate meets the threshold, it heals to CLOSED; if any fail above threshold, it reopens."
spring-4k-1279,Transactions & Persistence,hard,"When processOrder is called from an external controller, why does updatePaymentStatus execute WITHOUT creating a new transaction?","@Service
public class OrderService_7280 {
    public void processOrder_7280(Long id) {
        // Direct internal method call
        this.updatePaymentStatus_7280(id);
    }
    @Transactional(propagation = Propagation.REQUIRES_NEW)
    public void updatePaymentStatus_7280(Long id) {
        paymentRepo.updateStatus(id, ""PAID"");
    }
}",Spring `@Transactional` is intercepted by a dynamic proxy; internal `this` method invocations bypass the proxy interceptor.,PaymentRepository must implement AspectJ pointcuts directly.,Propagation.REQUIRES_NEW is deprecated in Spring Boot 3.,Internal transactions are committed automatically before method entry.,A,"Spring AOP creates a CGLIB/JDK dynamic proxy around the bean. Calling a method internally via `this.` does not go through the proxy, bypassing the TransactionInterceptor. Refactor by injecting self or moving to another bean."
spring-4k-1280,Transactions & Persistence,hard,"Under 500 concurrent requests, HikariCP throws ConnectionTimeoutException. What is the architectural flaw?","@Transactional
public Response handleCheckout_5310(CheckoutReq req) {
    Order o = orderRepo.save(new Order(req));
    // Slow third-party external REST API call:
    PaymentResp p = restTemplate.postForObject(""https://gateway.bank/pay/5310"", req, PaymentResp.class);
    o.setTransactionId(p.txId());
    return Response.ok(o);
}",HikariCP does not support Spring Boot `@Transactional` annotations.,Holding an open SQL connection while waiting for a slow external HTTP network call starves the database connection pool.,RestTemplate cannot serialize JSON inside a transaction.,OrderRepository.save() closes the database connection prematurely.,B,"`@Transactional` acquires a JDBC Connection from the pool on method entry. Making external blocking HTTP network calls inside the transaction holds the connection open, exhausting pool capacity. Separate DB writes from external HTTP calls."
spring-4k-1281,Transactions & Persistence,hard,"Iterating through 1,000 users triggers 1,001 separate SELECT queries to PostgreSQL. What is the optimal Spring Data JPA fix?","@Entity
public class User_3460 {
    @Id private Long id;
    @OneToMany(fetch = FetchType.LAZY)
    private List<Order> orders_3460;
}
// Query: List<User_3460> users = userRepo.findAll();
// users.forEach(u -> u.getOrders_3460().size());",Enable Hibernate 2nd-level cache without modifying queries.,"Use `@EntityGraph(attributePaths = {""orders_{0}""})` or a JOIN FETCH JPQL query to fetch users and orders in a single SQL query.",Replace PostgreSQL with a Redis key-value store.,Change FetchType.LAZY to FetchType.EAGER on the `@OneToMany` mapping.,B,"Changing to EAGER still executes N+1 queries when using findAll(). `@EntityGraph` or `JOIN FETCH u.orders` instructs Hibernate to emit an SQL LEFT OUTER JOIN, retrieving all parents and children in a single round-trip."
spring-4k-1282,Security & Web Architecture,medium,"If the requestMatchers order is reversed (`/api/**` before `/api/admin/**`), what security vulnerability occurs?","@Bean
public SecurityFilterChain apiFilterChain_5144(HttpSecurity http) throws Exception {
    http.securityMatcher(""/api/**"")
        .authorizeHttpRequests(auth -> auth
            .requestMatchers(""/api/admin/**"").hasRole(""ADMIN"")
            .requestMatchers(""/api/**"").authenticated()
        )
        .oauth2ResourceServer(oauth -> oauth.jwt(Customizer.withDefaults()));
    return http.build();
}",Any authenticated non-admin user can access `/api/admin/**` because the first matching rule (`/api/**`) evaluates and authorizes the request.,OAuth2 JWT validation is bypassed entirely.,The SecurityFilterChain bean fails to instantiate at application startup.,Spring Security rejects all requests with HTTP 403 Forbidden automatically.,A,Spring Security matches request rules in top-to-bottom first-match-wins order. Specific restricted paths (like `/api/admin/**`) must precede generic broad paths (like `/api/**`).
spring-4k-1283,Security & Web Architecture,medium,Why must legacy blocking I/O calls be wrapped with `subscribeOn(Schedulers.boundedElastic())` in Spring WebFlux?,"@GetMapping(""/reports/1780"")
public Mono<ReportData> getReport_1780(@PathVariable String id) {
    return Mono.fromCallable(() -> legacyBlockingReportService.generate(id))
               .subscribeOn(Schedulers.boundedElastic());
}","Netty automatically scales event loop threads to 1,000 workers.",Running blocking operations on the Netty EventLoop thread blocks all other concurrent reactive requests on that CPU core.,WebFlux controllers cannot return Mono without boundedElastic.,Schedulers.boundedElastic() disables garbage collection during report generation.,B,"Netty event loops use a small fixed number of threads (equal to CPU cores). If a blocking call executes on an event loop thread, no other requests assigned to that event loop can be processed. Offload blocking work to Schedulers.boundedElastic()."
spring-4k-1284,Microservices & Cloud Patterns,hard,"After the 10-second open state expires, what determines whether the Circuit Breaker transitions to CLOSED or back to OPEN?","// resilience4j.circuitbreaker.instances.backendService_8459:
// waitDurationInOpenState: 10000ms, permittedNumberOfCallsInHalfOpenState: 5",It waits for a manual HTTP POST request from the admin operator.,It pings the database health endpoint via TCP.,"It executes 5 trial probe requests; if the failure rate is below the threshold it transitions to CLOSED, otherwise it resets to OPEN.",It remains in HALF-OPEN permanently until the microservice restarts.,C,"In HALF-OPEN state, Resilience4j permits a configured trial number of probe calls (`permittedNumberOfCallsInHalfOpenState`). If their failure rate meets the threshold, it heals to CLOSED; if any fail above threshold, it reopens."
spring-4k-1285,Transactions & Persistence,hard,"When processOrder is called from an external controller, why does updatePaymentStatus execute WITHOUT creating a new transaction?","@Service
public class OrderService_5295 {
    public void processOrder_5295(Long id) {
        // Direct internal method call
        this.updatePaymentStatus_5295(id);
    }
    @Transactional(propagation = Propagation.REQUIRES_NEW)
    public void updatePaymentStatus_5295(Long id) {
        paymentRepo.updateStatus(id, ""PAID"");
    }
}",Internal transactions are committed automatically before method entry.,Propagation.REQUIRES_NEW is deprecated in Spring Boot 3.,Spring `@Transactional` is intercepted by a dynamic proxy; internal `this` method invocations bypass the proxy interceptor.,PaymentRepository must implement AspectJ pointcuts directly.,C,"Spring AOP creates a CGLIB/JDK dynamic proxy around the bean. Calling a method internally via `this.` does not go through the proxy, bypassing the TransactionInterceptor. Refactor by injecting self or moving to another bean."
spring-4k-1286,Transactions & Persistence,hard,"Under 500 concurrent requests, HikariCP throws ConnectionTimeoutException. What is the architectural flaw?","@Transactional
public Response handleCheckout_6347(CheckoutReq req) {
    Order o = orderRepo.save(new Order(req));
    // Slow third-party external REST API call:
    PaymentResp p = restTemplate.postForObject(""https://gateway.bank/pay/6347"", req, PaymentResp.class);
    o.setTransactionId(p.txId());
    return Response.ok(o);
}",Holding an open SQL connection while waiting for a slow external HTTP network call starves the database connection pool.,RestTemplate cannot serialize JSON inside a transaction.,OrderRepository.save() closes the database connection prematurely.,HikariCP does not support Spring Boot `@Transactional` annotations.,A,"`@Transactional` acquires a JDBC Connection from the pool on method entry. Making external blocking HTTP network calls inside the transaction holds the connection open, exhausting pool capacity. Separate DB writes from external HTTP calls."
spring-4k-1287,Transactions & Persistence,hard,"Iterating through 1,000 users triggers 1,001 separate SELECT queries to PostgreSQL. What is the optimal Spring Data JPA fix?","@Entity
public class User_8327 {
    @Id private Long id;
    @OneToMany(fetch = FetchType.LAZY)
    private List<Order> orders_8327;
}
// Query: List<User_8327> users = userRepo.findAll();
// users.forEach(u -> u.getOrders_8327().size());",Replace PostgreSQL with a Redis key-value store.,Enable Hibernate 2nd-level cache without modifying queries.,Change FetchType.LAZY to FetchType.EAGER on the `@OneToMany` mapping.,"Use `@EntityGraph(attributePaths = {""orders_{0}""})` or a JOIN FETCH JPQL query to fetch users and orders in a single SQL query.",D,"Changing to EAGER still executes N+1 queries when using findAll(). `@EntityGraph` or `JOIN FETCH u.orders` instructs Hibernate to emit an SQL LEFT OUTER JOIN, retrieving all parents and children in a single round-trip."
spring-4k-1288,Security & Web Architecture,hard,"If the requestMatchers order is reversed (`/api/**` before `/api/admin/**`), what security vulnerability occurs?","@Bean
public SecurityFilterChain apiFilterChain_1494(HttpSecurity http) throws Exception {
    http.securityMatcher(""/api/**"")
        .authorizeHttpRequests(auth -> auth
            .requestMatchers(""/api/admin/**"").hasRole(""ADMIN"")
            .requestMatchers(""/api/**"").authenticated()
        )
        .oauth2ResourceServer(oauth -> oauth.jwt(Customizer.withDefaults()));
    return http.build();
}",The SecurityFilterChain bean fails to instantiate at application startup.,Spring Security rejects all requests with HTTP 403 Forbidden automatically.,OAuth2 JWT validation is bypassed entirely.,Any authenticated non-admin user can access `/api/admin/**` because the first matching rule (`/api/**`) evaluates and authorizes the request.,D,Spring Security matches request rules in top-to-bottom first-match-wins order. Specific restricted paths (like `/api/admin/**`) must precede generic broad paths (like `/api/**`).
